# M nu b b_e b_t pd pd_e box snap
9.109754e+12 1.554183e+00 1.610684e+00 1.750607e-02 1.621089e+00 -6.418386e-03 1.079896e-02 1 4
1.053280e+13 1.594343e+00 1.672056e+00 1.870993e-02 1.682770e+00 -6.366657e-03 1.111853e-02 1 4
1.231174e+13 1.639259e+00 1.737867e+00 1.874484e-02 1.753111e+00 -8.695102e-03 1.069233e-02 1 4
1.451620e+13 1.688723e+00 1.804629e+00 2.025244e-02 1.833756e+00 -1.588390e-02 1.104424e-02 1 4
1.727782e+13 1.743452e+00 1.894892e+00 2.310049e-02 1.926757e+00 -1.653821e-02 1.198931e-02 1 4
2.079062e+13 1.804514e+00 1.995294e+00 2.537539e-02 2.034687e+00 -1.936116e-02 1.247139e-02 1 4
2.530626e+13 1.872850e+00 2.109703e+00 2.670637e-02 2.160805e+00 -2.364989e-02 1.235945e-02 1 4
3.117495e+13 1.949570e+00 2.259533e+00 2.900422e-02 2.309290e+00 -2.154623e-02 1.255980e-02 1 4
3.887675e+13 2.035862e+00 2.417878e+00 3.570333e-02 2.485545e+00 -2.722423e-02 1.436439e-02 1 4
4.914378e+13 2.133639e+00 2.639022e+00 4.045355e-02 2.696644e+00 -2.136774e-02 1.500145e-02 1 4
6.305433e+13 2.245229e+00 2.792558e+00 4.658390e-02 2.951960e+00 -5.399863e-02 1.578067e-02 1 4
8.205686e+13 2.372488e+00 3.233470e+00 5.855624e-02 3.264072e+00 -9.375592e-03 1.793963e-02 1 4
1.083525e+14 2.518239e+00 3.502593e+00 7.495475e-02 3.650095e+00 -4.041054e-02 2.053501e-02 1 4
1.457128e+14 2.687955e+00 3.918071e+00 1.054469e-01 4.133639e+00 -5.214954e-02 2.550946e-02 1 4
1.985541e+14 2.882959e+00 4.253338e+00 1.428893e-01 4.747752e+00 -1.041366e-01 3.009620e-02 1 4
2.764704e+14 3.114253e+00 5.003027e+00 2.069441e-01 5.539393e+00 -9.682770e-02 3.735863e-02 1 4
4.547472e+14 3.513254e+00 5.728580e+00 3.225986e-01 7.124989e+00 -1.959875e-01 4.527706e-02 1 4
6.315965e+12 1.360786e+00 1.323009e+00 1.869948e-02 1.345491e+00 -1.670918e-02 1.389788e-02 1 5
6.961423e+12 1.383494e+00 1.375687e+00 1.436117e-02 1.381929e+00 -4.516517e-03 1.039212e-02 1 5
7.921765e+12 1.414535e+00 1.412070e+00 1.554864e-02 1.422806e+00 -7.545459e-03 1.092815e-02 1 5
9.074954e+12 1.448311e+00 1.478913e+00 1.577782e-02 1.468816e+00 6.874378e-03 1.074186e-02 1 5
1.049093e+13 1.485682e+00 1.477697e+00 1.705929e-02 1.520826e+00 -2.835878e-02 1.121712e-02 1 5
1.221268e+13 1.526402e+00 1.573318e+00 1.716303e-02 1.579891e+00 -4.160501e-03 1.086343e-02 1 5
1.434808e+13 1.571409e+00 1.619172e+00 1.854682e-02 1.647307e+00 -1.707928e-02 1.125887e-02 1 5
1.704041e+13 1.621630e+00 1.679506e+00 2.052587e-02 1.724676e+00 -2.619057e-02 1.190129e-02 1 5
2.039671e+13 1.676694e+00 1.771276e+00 2.261826e-02 1.813990e+00 -2.354668e-02 1.246879e-02 1 5
2.469737e+13 1.738351e+00 1.877383e+00 2.329925e-02 1.917755e+00 -2.105151e-02 1.214923e-02 1 5
3.023733e+13 1.807239e+00 1.969975e+00 2.604409e-02 2.039153e+00 -3.392483e-02 1.277202e-02 1 5
3.744002e+13 1.884360e+00 2.135525e+00 2.955372e-02 2.182259e+00 -2.141555e-02 1.354272e-02 1 5
4.693299e+13 1.971223e+00 2.296209e+00 3.399180e-02 2.352352e+00 -2.386666e-02 1.445013e-02 1 5
5.963442e+13 2.069732e+00 2.469046e+00 3.799433e-02 2.556348e+00 -3.415102e-02 1.486274e-02 1 5
7.658592e+13 2.180354e+00 2.667590e+00 4.643893e-02 2.803410e+00 -4.844791e-02 1.656516e-02 1 5
9.998233e+13 2.307761e+00 3.055753e+00 5.773903e-02 3.105845e+00 -1.612818e-02 1.859044e-02 1 5
1.330522e+14 2.456401e+00 3.287959e+00 7.193140e-02 3.480397e+00 -5.529191e-02 2.066759e-02 1 5
1.788625e+14 2.624971e+00 3.716702e+00 9.697103e-02 3.950166e+00 -5.910231e-02 2.454860e-02 1 5
2.445606e+14 2.821419e+00 4.074978e+00 1.414087e-01 4.547479e+00 -1.039040e-01 3.109607e-02 1 5
3.409091e+14 3.053174e+00 4.876788e+00 2.082521e-01 5.318276e+00 -8.301332e-02 3.915782e-02 1 5
5.716772e+14 3.469445e+00 5.469876e+00 3.201567e-01 6.880462e+00 -2.050133e-01 4.653128e-02 1 5
6.316740e+12 1.266526e+00 1.194781e+00 1.705049e-02 1.231688e+00 -2.996468e-02 1.384319e-02 1 6
6.963643e+12 1.287704e+00 1.239511e+00 1.328309e-02 1.262705e+00 -1.836893e-02 1.051955e-02 1 6
7.923184e+12 1.316566e+00 1.287557e+00 1.453537e-02 1.297396e+00 -7.583851e-03 1.120350e-02 1 6
9.066340e+12 1.347737e+00 1.318937e+00 1.528604e-02 1.336317e+00 -1.300599e-02 1.143894e-02 1 6
1.044655e+13 1.381706e+00 1.357089e+00 1.521857e-02 1.380160e+00 -1.671604e-02 1.102667e-02 1 6
1.215232e+13 1.419381e+00 1.403961e+00 1.604476e-02 1.429765e+00 -1.804778e-02 1.122196e-02 1 6
1.424900e+13 1.460690e+00 1.469112e+00 1.732880e-02 1.486158e+00 -1.147005e-02 1.166013e-02 1 6
1.684235e+13 1.506024e+00 1.514208e+00 1.813833e-02 1.550212e+00 -2.322524e-02 1.170055e-02 1 6
2.009978e+13 1.556244e+00 1.548189e+00 2.006439e-02 1.624633e+00 -4.705298e-02 1.235010e-02 1 6
2.425014e+13 1.612291e+00 1.660561e+00 2.114282e-02 1.710209e+00 -2.903038e-02 1.236271e-02 1 6
2.953112e+13 1.674343e+00 1.766217e+00 2.316288e-02 1.809767e+00 -2.406384e-02 1.279882e-02 1 6
3.631334e+13 1.743262e+00 1.869907e+00 2.570056e-02 1.926409e+00 -2.933024e-02 1.334118e-02 1 6
4.520489e+13 1.820851e+00 1.960700e+00 2.837733e-02 2.064113e+00 -5.010018e-02 1.374796e-02 1 6
5.691968e+13 1.907980e+00 2.189331e+00 3.364723e-02 2.228037e+00 -1.737202e-02 1.510174e-02 1 6
7.269111e+13 2.007162e+00 2.291052e+00 3.729069e-02 2.424946e+00 -5.521509e-02 1.537795e-02 1 6
9.396348e+13 2.119377e+00 2.586245e+00 4.441695e-02 2.663808e+00 -2.911734e-02 1.667423e-02 1 6
1.229101e+14 2.246577e+00 2.853692e+00 5.648788e-02 2.956681e+00 -3.483245e-02 1.910517e-02 1 6
1.637418e+14 2.394707e+00 3.133142e+00 7.041439e-02 3.319973e+00 -5.627508e-02 2.120932e-02 1 6
2.209900e+14 2.564660e+00 3.414782e+00 9.851422e-02 3.776328e+00 -9.573995e-02 2.608731e-02 1 6
3.027332e+14 2.761763e+00 3.968082e+00 1.367287e-01 4.357496e+00 -8.936648e-02 3.137782e-02 1 6
4.235373e+14 2.996019e+00 4.526036e+00 2.093842e-01 5.108322e+00 -1.139877e-01 4.098885e-02 1 6
7.127330e+14 3.416496e+00 5.304000e+00 2.916513e-01 6.648593e+00 -2.022371e-01 4.386662e-02 1 6
6.346064e+12 1.178324e+00 1.083093e+00 1.577710e-02 1.134471e+00 -4.528836e-02 1.390700e-02 1 7
7.023741e+12 1.198846e+00 1.135428e+00 1.267561e-02 1.160988e+00 -2.201628e-02 1.091795e-02 1 7
7.984210e+12 1.225541e+00 1.166997e+00 1.343058e-02 1.190545e+00 -1.977956e-02 1.128104e-02 1 7
9.125010e+12 1.254308e+00 1.203998e+00 1.353803e-02 1.223611e+00 -1.602844e-02 1.106401e-02 1 7
1.051275e+13 1.285909e+00 1.248482e+00 1.462708e-02 1.260744e+00 -9.725548e-03 1.160195e-02 1 7
1.219692e+13 1.320364e+00 1.231494e+00 1.519178e-02 1.302620e+00 -5.460213e-02 1.166248e-02 1 7
1.427772e+13 1.358397e+00 1.321638e+00 1.608767e-02 1.350056e+00 -2.104918e-02 1.191630e-02 1 7
1.685214e+13 1.400193e+00 1.344270e+00 1.672492e-02 1.404050e+00 -4.257622e-02 1.191192e-02 1 7
2.006041e+13 1.446199e+00 1.428236e+00 1.833606e-02 1.465831e+00 -2.564714e-02 1.250899e-02 1 7
2.408768e+13 1.496919e+00 1.462650e+00 1.897002e-02 1.536919e+00 -4.832335e-02 1.234289e-02 1 7
2.918889e+13 1.553016e+00 1.597246e+00 2.135586e-02 1.619155e+00 -1.353084e-02 1.318951e-02 1 7
3.573445e+13 1.615471e+00 1.637450e+00 2.343801e-02 1.715112e+00 -4.528071e-02 1.366559e-02 1 7
4.419417e+13 1.685056e+00 1.753819e+00 2.483305e-02 1.827655e+00 -4.039901e-02 1.358738e-02 1 7
5.527330e+13 1.763090e+00 1.912315e+00 2.762980e-02 1.960756e+00 -2.470530e-02 1.409140e-02 1 7
6.995309e+13 1.850993e+00 2.014057e+00 3.224617e-02 2.119493e+00 -4.974593e-02 1.521410e-02 1 7
8.957183e+13 1.950161e+00 2.181130e+00 3.526947e-02 2.309781e+00 -5.569842e-02 1.526961e-02 1 7
1.161910e+14 2.062911e+00 2.408617e+00 4.397929e-02 2.542712e+00 -5.273695e-02 1.729621e-02 1 7
1.527617e+14 2.191716e+00 2.713463e+00 5.628904e-02 2.827946e+00 -4.048276e-02 1.990457e-02 1 7
2.036507e+14 2.339604e+00 2.910912e+00 7.080908e-02 3.182441e+00 -8.532090e-02 2.224993e-02 1 7
2.763327e+14 2.512330e+00 3.184854e+00 8.645887e-02 3.628578e+00 -1.222859e-01 2.382721e-02 1 7
3.772771e+14 2.707387e+00 3.775009e+00 1.295886e-01 4.197743e+00 -1.007050e-01 3.087102e-02 1 7
5.307116e+14 2.946013e+00 4.386267e+00 2.246127e-01 4.934358e+00 -1.110764e-01 4.552014e-02 1 7
8.932898e+14 3.369081e+00 5.193498e+00 2.948470e-01 6.460056e+00 -1.960599e-01 4.564155e-02 1 7
6.345827e+12 1.095354e+00 1.007051e+00 1.426916e-02 1.049985e+00 -4.089037e-02 1.358987e-02 1 8
7.008975e+12 1.114038e+00 1.015504e+00 1.243511e-02 1.072480e+00 -5.312559e-02 1.159472e-02 1 8
7.955535e+12 1.138546e+00 1.064143e+00 1.303822e-02 1.097490e+00 -3.038531e-02 1.188003e-02 1 8
9.094893e+12 1.165322e+00 1.088246e+00 1.348270e-02 1.125395e+00 -3.300975e-02 1.198042e-02 1 8
1.047938e+13 1.194700e+00 1.137852e+00 1.319496e-02 1.156643e+00 -1.624644e-02 1.140798e-02 1 8
1.215307e+13 1.226609e+00 1.152939e+00 1.452447e-02 1.191774e+00 -3.258555e-02 1.218727e-02 1 8
1.417906e+13 1.261167e+00 1.180941e+00 1.458727e-02 1.231438e+00 -4.100593e-02 1.184572e-02 1 8
1.667036e+13 1.299013e+00 1.230260e+00 1.615117e-02 1.276426e+00 -3.616875e-02 1.265343e-02 1 8
1.978400e+13 1.340896e+00 1.277628e+00 1.807380e-02 1.327706e+00 -3.771745e-02 1.361281e-02 1 8
2.367570e+13 1.386977e+00 1.340797e+00 1.859438e-02 1.386463e+00 -3.293751e-02 1.341137e-02 1 8
2.855484e+13 1.437567e+00 1.416651e+00 1.914729e-02 1.454121e+00 -2.576857e-02 1.316760e-02 1 8
3.477954e+13 1.493763e+00 1.485449e+00 2.152236e-02 1.532687e+00 -3.082024e-02 1.404224e-02 1 8
4.280153e+13 1.556413e+00 1.556552e+00 2.279868e-02 1.624328e+00 -4.172524e-02 1.403577e-02 1 8
5.321382e+13 1.626306e+00 1.646843e+00 2.612039e-02 1.732064e+00 -4.920208e-02 1.508050e-02 1 8
6.680868e+13 1.704261e+00 1.779144e+00 2.868526e-02 1.859710e+00 -4.332186e-02 1.542459e-02 1 8
8.491049e+13 1.792339e+00 1.940688e+00 3.131949e-02 2.012224e+00 -3.555091e-02 1.556462e-02 1 8
1.091335e+14 1.891653e+00 2.056782e+00 3.553674e-02 2.196128e+00 -6.345035e-02 1.618155e-02 1 8
1.420031e+14 2.004437e+00 2.303710e+00 4.610626e-02 2.420079e+00 -4.808489e-02 1.905155e-02 1 8
1.875172e+14 2.134115e+00 2.577503e+00 5.528544e-02 2.695744e+00 -4.386180e-02 2.050842e-02 1 8
2.503974e+14 2.281836e+00 2.782187e+00 6.841954e-02 3.039024e+00 -8.451317e-02 2.251365e-02 1 8
3.390730e+14 2.452463e+00 3.004901e+00 8.294766e-02 3.471924e+00 -1.345142e-01 2.389098e-02 1 8
4.642931e+14 2.648590e+00 3.553211e+00 1.310564e-01 4.025208e+00 -1.172601e-01 3.255892e-02 1 8
6.518594e+14 2.885369e+00 4.181711e+00 2.029999e-01 4.742656e+00 -1.182766e-01 4.280301e-02 1 8
1.101206e+15 3.311580e+00 4.805002e+00 2.709590e-01 6.247977e+00 -2.309508e-01 4.336748e-02 1 8
6.213621e+12 1.040357e+00 9.524738e-01 1.924680e-02 9.950614e-01 -4.279902e-02 1.934232e-02 1 9
6.719972e+12 1.054281e+00 9.603310e-01 1.170404e-02 1.014564e+00 -5.345469e-02 1.153603e-02 1 9
7.618302e+12 1.077168e+00 9.843700e-01 1.236078e-02 1.036192e+00 -5.001192e-02 1.192904e-02 1 9
8.686603e+12 1.101905e+00 1.015163e+00 1.320796e-02 1.060255e+00 -4.252920e-02 1.245735e-02 1 9
9.966174e+12 1.128724e+00 1.036305e+00 1.280317e-02 1.087120e+00 -4.674332e-02 1.177714e-02 1 9
1.150210e+13 1.157742e+00 1.068381e+00 1.344437e-02 1.117228e+00 -4.372135e-02 1.203368e-02 1 9
1.337096e+13 1.189425e+00 1.109074e+00 1.381702e-02 1.151105e+00 -3.651317e-02 1.200327e-02 1 9
1.567327e+13 1.224265e+00 1.135886e+00 1.531739e-02 1.189387e+00 -4.498173e-02 1.287839e-02 1 9
1.849787e+13 1.262225e+00 1.194820e+00 1.714511e-02 1.232848e+00 -3.084533e-02 1.390692e-02 1 9
2.202182e+13 1.304067e+00 1.232094e+00 1.686851e-02 1.282433e+00 -3.925264e-02 1.315352e-02 1 9
2.643036e+13 1.350060e+00 1.264017e+00 1.808123e-02 1.339308e+00 -5.621636e-02 1.350042e-02 1 9
3.199180e+13 1.400768e+00 1.363045e+00 1.881369e-02 1.404922e+00 -2.980715e-02 1.339127e-02 1 9
3.911268e+13 1.457175e+00 1.427374e+00 1.963607e-02 1.481087e+00 -3.626574e-02 1.325788e-02 1 9
4.829889e+13 1.519993e+00 1.480135e+00 2.226414e-02 1.570093e+00 -5.729457e-02 1.418014e-02 1 9
6.013066e+13 1.589454e+00 1.564932e+00 2.602809e-02 1.674860e+00 -6.563410e-02 1.554046e-02 1 9
7.575543e+13 1.667723e+00 1.710419e+00 2.823935e-02 1.799148e+00 -4.931716e-02 1.569596e-02 1 9
9.651972e+13 1.755854e+00 1.866666e+00 3.135261e-02 1.947841e+00 -4.167445e-02 1.609608e-02 1 9
1.242681e+14 1.855018e+00 1.962492e+00 3.628660e-02 2.127384e+00 -7.750951e-02 1.705691e-02 1 9
1.622932e+14 1.968612e+00 2.227965e+00 4.330134e-02 2.346319e+00 -5.044270e-02 1.845501e-02 1 9
2.141952e+14 2.097334e+00 2.467549e+00 5.586282e-02 2.616198e+00 -5.681858e-02 2.135268e-02 1 9
2.867696e+14 2.245757e+00 2.629133e+00 6.387326e-02 2.952744e+00 -1.095967e-01 2.163183e-02 1 9
3.885852e+14 2.416283e+00 2.944686e+00 7.675764e-02 3.377724e+00 -1.282041e-01 2.272466e-02 1 9
5.331667e+14 2.613410e+00 3.514794e+00 1.457849e-01 3.921658e+00 -1.037480e-01 3.717429e-02 1 9
7.454572e+14 2.847145e+00 3.951284e+00 1.779429e-01 4.627893e+00 -1.462024e-01 3.845009e-02 1 9
1.263839e+15 3.276601e+00 4.746441e+00 2.871332e-01 6.121904e+00 -2.246790e-01 4.690260e-02 1 9
8.085479e+12 3.669483e+00 7.971169e+00 3.943758e-01 7.732962e+00 3.080418e-02 5.099933e-02 2 0
9.658919e+12 3.786198e+00 7.857713e+00 3.894432e-01 8.295130e+00 -5.273188e-02 4.694841e-02 2 0
1.272713e+13 3.978340e+00 9.436303e+00 5.148869e-01 9.204322e+00 2.520349e-02 5.593969e-02 2 0
2.036552e+13 4.340198e+00 1.089463e+01 8.482763e-01 1.106943e+01 -1.579116e-02 7.663232e-02 2 0
7.965214e+12 2.766931e+00 4.562536e+00 1.061490e-01 4.353217e+00 4.808377e-02 2.438404e-02 2 1
8.996275e+12 2.826665e+00 4.747536e+00 9.948956e-02 4.562883e+00 4.046845e-02 2.180410e-02 2 1
1.052022e+13 2.906282e+00 5.258266e+00 1.091310e-01 4.822018e+00 9.046993e-02 2.263180e-02 2 1
1.262410e+13 3.003251e+00 5.392678e+00 1.213060e-01 5.145956e+00 4.794473e-02 2.357307e-02 2 1
1.555214e+13 3.120114e+00 5.727599e+00 1.500062e-01 5.556297e+00 3.083017e-02 2.699751e-02 2 1
1.977321e+13 3.263033e+00 6.441429e+00 1.818627e-01 6.084179e+00 5.871789e-02 2.989109e-02 2 1
2.602403e+13 3.438477e+00 7.139448e+00 2.389050e-01 6.775524e+00 5.371155e-02 3.525999e-02 2 1
3.577223e+13 3.659231e+00 7.718730e+00 3.785445e-01 7.699726e+00 2.468171e-03 4.916338e-02 2 1
5.818277e+13 4.038120e+00 9.536854e+00 5.868551e-01 9.415013e+00 1.294115e-02 6.233185e-02 2 1
7.769798e+12 1.892134e+00 2.533576e+00 4.537958e-02 2.174217e+00 1.652817e-01 2.087169e-02 2 2
8.469463e+12 1.920875e+00 2.587456e+00 3.087454e-02 2.253046e+00 1.484261e-01 1.370347e-02 2 2
9.673927e+12 1.966474e+00 2.684927e+00 3.359385e-02 2.344019e+00 1.454375e-01 1.433173e-02 2 2
1.119924e+13 2.018545e+00 2.782376e+00 3.308286e-02 2.449638e+00 1.358317e-01 1.350521e-02 2 2
1.311515e+13 2.077006e+00 2.932026e+00 3.768475e-02 2.573065e+00 1.395074e-01 1.464586e-02 2 2
1.557336e+13 2.143456e+00 3.070298e+00 4.154767e-02 2.718349e+00 1.294717e-01 1.528416e-02 2 2
1.876314e+13 2.219091e+00 3.235280e+00 4.416638e-02 2.890747e+00 1.191846e-01 1.527853e-02 2 2
2.294265e+13 2.305153e+00 3.488366e+00 5.117526e-02 3.097163e+00 1.263102e-01 1.652327e-02 2 2
2.854149e+13 2.404184e+00 3.726383e+00 6.175710e-02 3.346773e+00 1.134259e-01 1.845273e-02 2 2
3.620566e+13 2.519197e+00 4.104124e+00 7.230762e-02 3.651952e+00 1.238163e-01 1.979972e-02 2 2
4.685692e+13 2.653043e+00 4.408654e+00 9.574563e-02 4.029758e+00 9.402459e-02 2.375965e-02 2 2
6.178194e+13 2.808157e+00 4.973785e+00 1.287848e-01 4.503813e+00 1.043497e-01 2.859461e-02 2 2
8.330679e+13 2.990776e+00 5.569035e+00 1.780573e-01 5.107706e+00 9.032025e-02 3.486052e-02 2 2
1.163048e+14 3.215143e+00 6.251703e+00 2.506189e-01 5.889831e+00 6.144018e-02 4.255112e-02 2 2
1.917025e+14 3.597860e+00 7.599632e+00 4.185732e-01 7.368016e+00 3.143525e-02 5.680948e-02 2 2
7.713778e+12 1.766020e+00 2.275418e+00 8.548019e-02 1.944788e+00 1.700081e-01 4.395347e-02 2 3
8.375109e+12 1.791583e+00 2.391113e+00 5.093736e-02 2.011457e+00 1.887470e-01 2.532362e-02 2 3
9.564834e+12 1.834028e+00 2.462720e+00 5.004098e-02 2.087920e+00 1.795088e-01 2.396690e-02 2 3
1.101774e+13 1.880858e+00 2.586061e+00 5.849527e-02 2.176102e+00 1.883912e-01 2.688075e-02 2 3
1.283964e+13 1.933537e+00 2.628708e+00 6.052133e-02 2.278414e+00 1.537448e-01 2.656292e-02 2 3
1.516581e+13 1.993341e+00 2.775297e+00 7.039487e-02 2.397910e+00 1.573817e-01 2.935676e-02 2 3
1.815250e+13 2.060984e+00 2.857580e+00 6.834138e-02 2.538505e+00 1.256939e-01 2.692190e-02 2 3
2.201660e+13 2.137382e+00 3.091660e+00 8.524704e-02 2.705274e+00 1.428267e-01 3.151142e-02 2 3
2.715098e+13 2.225103e+00 3.348644e+00 9.156566e-02 2.904869e+00 1.527692e-01 3.152144e-02 2 3
3.397924e+13 2.324862e+00 3.752577e+00 1.102024e-01 3.146134e+00 1.927583e-01 3.502788e-02 2 3
4.335017e+13 2.440622e+00 3.785607e+00 1.179580e-01 3.440998e+00 1.001481e-01 3.428018e-02 2 3
5.618012e+13 2.573133e+00 4.373092e+00 1.616753e-01 3.805785e+00 1.490644e-01 4.248146e-02 2 3
7.466116e+13 2.730617e+00 4.888208e+00 2.200657e-01 4.263187e+00 1.466088e-01 5.162000e-02 2 3
1.017461e+14 2.918016e+00 5.486704e+00 2.989667e-01 4.845311e+00 1.323739e-01 6.170227e-02 2 3
1.406130e+14 3.133890e+00 6.056695e+00 4.198110e-01 5.598087e+00 8.192222e-02 7.499187e-02 2 3
2.318011e+14 3.513871e+00 7.321334e+00 6.283721e-01 7.031325e+00 4.124526e-02 8.936752e-02 2 3
7.694794e+12 1.644212e+00 2.004465e+00 4.404043e-02 1.741427e+00 1.510475e-01 2.528985e-02 2 4
8.317469e+12 1.666709e+00 2.118302e+00 2.241270e-02 1.797719e+00 1.783277e-01 1.246730e-02 2 4
9.472113e+12 1.705316e+00 2.170048e+00 2.458687e-02 1.861926e+00 1.654854e-01 1.320507e-02 2 4
1.088364e+13 1.748039e+00 2.243087e+00 2.483948e-02 1.935540e+00 1.588949e-01 1.283336e-02 2 4
1.265233e+13 1.796148e+00 2.315632e+00 2.703182e-02 2.020413e+00 1.461178e-01 1.337935e-02 2 4
1.487104e+13 1.849954e+00 2.471538e+00 2.893287e-02 2.118867e+00 1.664434e-01 1.365488e-02 2 4
1.771130e+13 1.910849e+00 2.589066e+00 3.143490e-02 2.233847e+00 1.590165e-01 1.407209e-02 2 4
2.135581e+13 1.979326e+00 2.758518e+00 3.691465e-02 2.369125e+00 1.643612e-01 1.558155e-02 2 4
2.609189e+13 2.056642e+00 2.892871e+00 3.644527e-02 2.529589e+00 1.436129e-01 1.440758e-02 2 4
3.235646e+13 2.144664e+00 3.101344e+00 4.243967e-02 2.721649e+00 1.395090e-01 1.559337e-02 2 4
4.082072e+13 2.245940e+00 3.426636e+00 5.265637e-02 2.953816e+00 1.600710e-01 1.782656e-02 2 4
5.235584e+13 2.362190e+00 3.620994e+00 6.683339e-02 3.237557e+00 1.184340e-01 2.064315e-02 2 4
6.821202e+13 2.495422e+00 4.074231e+00 8.307486e-02 3.588541e+00 1.353447e-01 2.315004e-02 2 4
9.057771e+13 2.650416e+00 4.526386e+00 1.117113e-01 4.028510e+00 1.235882e-01 2.773019e-02 2 4
1.233897e+14 2.835342e+00 5.172380e+00 1.484955e-01 4.588107e+00 1.273452e-01 3.236531e-02 2 4
1.716245e+14 3.053371e+00 5.854493e+00 2.431038e-01 5.311237e+00 1.022843e-01 4.577160e-02 2 4
2.814284e+14 3.426404e+00 6.901159e+00 3.615959e-01 6.698382e+00 3.027250e-02 5.398258e-02 2 4
7.677261e+12 1.525890e+00 1.840430e+00 4.322380e-02 1.561676e+00 1.784965e-01 2.767783e-02 2 5
8.262933e+12 1.545601e+00 1.882495e+00 1.996557e-02 1.608995e+00 1.699817e-01 1.240872e-02 2 5
9.413759e+12 1.581494e+00 1.942871e+00 2.083811e-02 1.662707e+00 1.684992e-01 1.253264e-02 2 5
1.081090e+13 1.620942e+00 2.021095e+00 2.335967e-02 1.723966e+00 1.723519e-01 1.354996e-02 2 5
1.252826e+13 1.664577e+00 2.098760e+00 2.236348e-02 1.794202e+00 1.697456e-01 1.246430e-02 2 5
1.467281e+13 1.713277e+00 2.203438e+00 2.594315e-02 1.875191e+00 1.750473e-01 1.383494e-02 2 5
1.738726e+13 1.767943e+00 2.343852e+00 2.658502e-02 1.969172e+00 1.902729e-01 1.350061e-02 2 5
2.084283e+13 1.829172e+00 2.421027e+00 2.862766e-02 2.078927e+00 1.645560e-01 1.377040e-02 2 5
2.527447e+13 1.897723e+00 2.567682e+00 3.370741e-02 2.208121e+00 1.628357e-01 1.526520e-02 2 5
3.108682e+13 1.975540e+00 2.771064e+00 3.614176e-02 2.361432e+00 1.734676e-01 1.530502e-02 2 5
3.885615e+13 2.064660e+00 2.936067e+00 4.483935e-02 2.545008e+00 1.536570e-01 1.761855e-02 2 5
4.913232e+13 2.164766e+00 3.236778e+00 5.437732e-02 2.767014e+00 1.697729e-01 1.965198e-02 2 5
6.333913e+13 2.281128e+00 3.476048e+00 6.325937e-02 3.038439e+00 1.440243e-01 2.081970e-02 2 5
8.300800e+13 2.415059e+00 3.826649e+00 7.749123e-02 3.374282e+00 1.340631e-01 2.296525e-02 2 5
1.108415e+14 2.570926e+00 4.361053e+00 1.120504e-01 3.795331e+00 1.490572e-01 2.952321e-02 2 5
1.506344e+14 2.752215e+00 4.893726e+00 1.514346e-01 4.330829e+00 1.299745e-01 3.496665e-02 2 5
2.091340e+14 2.966575e+00 5.432216e+00 2.209353e-01 5.022580e+00 8.155876e-02 4.398840e-02 2 5
3.459180e+14 3.342989e+00 6.731258e+00 3.358693e-01 6.360724e+00 5.825345e-02 5.280363e-02 2 5
7.694372e+12 1.413007e+00 1.631927e+00 3.464524e-02 1.406364e+00 1.603869e-01 2.463461e-02 2 6
8.304768e+12 1.431971e+00 1.663971e+00 1.825641e-02 1.446202e+00 1.505798e-01 1.262369e-02 2 6
9.434584e+12 1.464502e+00 1.719402e+00 1.811978e-02 1.491228e+00 1.530110e-01 1.215091e-02 2 6
1.081511e+13 1.500549e+00 1.811216e+00 1.980151e-02 1.542349e+00 1.743231e-01 1.283854e-02 2 6
1.251068e+13 1.540444e+00 1.863858e+00 1.986092e-02 1.600668e+00 1.644252e-01 1.240790e-02 2 6
1.462866e+13 1.585038e+00 1.976058e+00 2.211625e-02 1.667561e+00 1.849987e-01 1.326263e-02 2 6
1.726065e+13 1.634292e+00 2.042446e+00 2.352972e-02 1.744733e+00 1.706351e-01 1.348614e-02 2 6
2.059528e+13 1.689373e+00 2.160495e+00 2.531179e-02 1.834324e+00 1.778156e-01 1.379898e-02 2 6
2.484052e+13 1.750811e+00 2.301151e+00 2.714905e-02 1.939052e+00 1.867404e-01 1.400120e-02 2 6
3.031085e+13 1.819660e+00 2.433822e+00 2.996813e-02 2.062404e+00 1.800900e-01 1.453068e-02 2 6
3.752776e+13 1.897967e+00 2.595431e+00 3.499336e-02 2.208893e+00 1.749916e-01 1.584203e-02 2 6
4.715482e+13 1.987161e+00 2.793768e+00 4.200135e-02 2.384441e+00 1.716658e-01 1.761475e-02 2 6
6.003738e+13 2.088175e+00 3.062947e+00 4.840620e-02 2.596909e+00 1.794588e-01 1.863993e-02 2 6
7.771519e+13 2.204392e+00 3.275875e+00 5.729528e-02 2.856869e+00 1.466661e-01 2.005527e-02 2 6
1.023215e+14 2.338616e+00 3.718548e+00 7.639743e-02 3.178742e+00 1.698172e-01 2.403385e-02 2 6
1.369971e+14 2.493979e+00 4.178106e+00 1.055370e-01 3.582493e+00 1.662566e-01 2.945908e-02 2 6
1.876140e+14 2.678063e+00 4.652748e+00 1.405865e-01 4.096168e+00 1.358783e-01 3.432148e-02 2 6
2.587307e+14 2.886407e+00 5.280590e+00 2.015668e-01 4.759754e+00 1.094250e-01 4.234816e-02 2 6
4.312640e+14 3.266506e+00 6.366872e+00 3.240086e-01 6.051527e+00 5.211003e-02 5.354163e-02 2 6
