# M nu b b_e b_t pd pd_e box snap
1.134507e+13 1.634138e+00 1.763030e+00 1.932536e-02 1.744563e+00 1.058546e-02 1.107747e-02 20 4
1.315186e+13 1.677841e+00 1.839708e+00 2.090170e-02 1.815853e+00 1.313721e-02 1.151068e-02 20 4
1.541687e+13 1.726799e+00 1.922567e+00 2.192940e-02 1.897635e+00 1.313858e-02 1.155618e-02 20 4
1.823248e+13 1.780814e+00 2.052759e+00 2.417363e-02 1.992000e+00 3.050165e-02 1.213536e-02 20 4
2.181024e+13 1.841294e+00 2.133190e+00 2.476069e-02 2.101572e+00 1.504502e-02 1.178198e-02 20 4
2.637609e+13 1.908863e+00 2.262657e+00 2.857434e-02 2.229722e+00 1.477089e-02 1.281520e-02 20 4
3.231259e+13 1.985095e+00 2.382619e+00 3.163127e-02 2.380709e+00 8.019757e-04 1.328649e-02 20 4
4.011144e+13 2.071279e+00 2.570688e+00 3.629004e-02 2.560100e+00 4.135658e-03 1.417524e-02 20 4
5.041462e+13 2.168463e+00 2.833169e+00 4.142657e-02 2.775188e+00 2.089248e-02 1.492748e-02 20 4
6.442036e+13 2.280186e+00 3.023675e+00 4.875888e-02 3.035663e+00 -3.948746e-03 1.606202e-02 20 4
8.353323e+13 2.407875e+00 3.355899e+00 6.192092e-02 3.354563e+00 3.982972e-04 1.845871e-02 20 4
1.098872e+14 2.554053e+00 3.757309e+00 8.118169e-02 3.749697e+00 2.030007e-03 2.165020e-02 20 4
1.473140e+14 2.724695e+00 4.011337e+00 1.076181e-01 4.245710e+00 -5.520211e-02 2.534749e-02 20 4
2.005315e+14 2.922199e+00 4.449234e+00 1.402341e-01 4.877254e+00 -8.775845e-02 2.875268e-02 20 4
2.789707e+14 3.156668e+00 5.254999e+00 2.275896e-01 5.693823e+00 -7.707029e-02 3.997132e-02 20 4
4.669262e+14 3.578042e+00 6.310393e+00 3.315094e-01 7.283349e+00 -1.335863e-01 4.551606e-02 20 4
7.777812e+12 1.420619e+00 1.466076e+00 2.097611e-02 1.423333e+00 3.002978e-02 1.473732e-02 20 5
8.569105e+12 1.444556e+00 1.454300e+00 1.641722e-02 1.464198e+00 -6.759980e-03 1.121243e-02 20 5
9.768360e+12 1.477889e+00 1.513822e+00 1.643444e-02 1.510210e+00 2.391629e-03 1.088222e-02 20 5
1.121432e+13 1.514278e+00 1.584033e+00 1.749970e-02 1.562241e+00 1.394893e-02 1.120166e-02 20 5
1.297349e+13 1.554158e+00 1.660413e+00 1.903498e-02 1.621353e+00 2.409101e-02 1.174018e-02 20 5
1.515574e+13 1.598454e+00 1.727375e+00 1.949233e-02 1.688845e+00 2.281387e-02 1.154181e-02 20 5
1.787526e+13 1.647555e+00 1.778886e+00 2.139761e-02 1.766328e+00 7.109743e-03 1.211418e-02 20 5
2.127761e+13 1.701851e+00 1.899531e+00 2.239730e-02 1.855801e+00 2.356394e-02 1.206880e-02 20 5
2.559127e+13 1.762301e+00 1.997925e+00 2.367405e-02 1.959815e+00 1.944565e-02 1.207974e-02 20 5
3.117747e+13 1.830511e+00 2.122850e+00 2.642919e-02 2.081558e+00 1.983704e-02 1.269683e-02 20 5
3.840342e+13 1.906796e+00 2.270435e+00 3.048850e-02 2.225161e+00 2.034632e-02 1.370171e-02 20 5
4.786547e+13 1.992534e+00 2.439391e+00 3.412159e-02 2.395969e+00 1.812287e-02 1.424125e-02 20 5
6.049480e+13 2.089958e+00 2.646239e+00 4.016457e-02 2.601006e+00 1.739055e-02 1.544194e-02 20 5
7.754547e+13 2.200956e+00 2.795484e+00 4.619063e-02 2.849594e+00 -1.898873e-02 1.620955e-02 20 5
1.011326e+14 2.329278e+00 3.159214e+00 5.805669e-02 3.154301e+00 1.557348e-03 1.840556e-02 20 5
1.332985e+14 2.474350e+00 3.544595e+00 7.220849e-02 3.532270e+00 3.489346e-03 2.044252e-02 20 5
1.792080e+14 2.644472e+00 3.911138e+00 9.797727e-02 4.007244e+00 -2.398307e-02 2.445004e-02 20 5
2.458425e+14 2.844989e+00 4.443671e+00 1.409130e-01 4.612587e+00 -3.662063e-02 3.054967e-02 20 5
3.416984e+14 3.077174e+00 4.582224e+00 2.055995e-01 5.395803e+00 -1.507799e-01 3.810360e-02 20 5
5.717078e+14 3.496057e+00 6.245869e+00 3.098997e-01 6.943579e+00 -1.004829e-01 4.463112e-02 20 5
7.795712e+12 1.315806e+00 1.309043e+00 1.808669e-02 1.290296e+00 1.452899e-02 1.401747e-02 20 6
8.611269e+12 1.338587e+00 1.326590e+00 1.441930e-02 1.324733e+00 1.401847e-03 1.088468e-02 20 6
9.791096e+12 1.368868e+00 1.367455e+00 1.569587e-02 1.363379e+00 2.989656e-03 1.151248e-02 20 6
1.121250e+13 1.401961e+00 1.428702e+00 1.641708e-02 1.406922e+00 1.548044e-02 1.166880e-02 20 6
1.297195e+13 1.438894e+00 1.478737e+00 1.626861e-02 1.456199e+00 1.547753e-02 1.117197e-02 20 6
1.512793e+13 1.479442e+00 1.548921e+00 1.864993e-02 1.512230e+00 2.426268e-02 1.233273e-02 20 6
1.777715e+13 1.523848e+00 1.588826e+00 1.850144e-02 1.576269e+00 7.966336e-03 1.173749e-02 20 6
2.110553e+13 1.573270e+00 1.676027e+00 1.977000e-02 1.649861e+00 1.585964e-02 1.198283e-02 20 6
2.530635e+13 1.628157e+00 1.764583e+00 2.085597e-02 1.734961e+00 1.707353e-02 1.202100e-02 20 6
3.062058e+13 1.688875e+00 1.851166e+00 2.397261e-02 1.833994e+00 9.363095e-03 1.307126e-02 20 6
3.746752e+13 1.756835e+00 2.000314e+00 2.674343e-02 1.950071e+00 2.576432e-02 1.371408e-02 20 6
4.643413e+13 1.833551e+00 2.131686e+00 2.838294e-02 2.087182e+00 2.132263e-02 1.359869e-02 20 6
5.818394e+13 1.919559e+00 2.321720e+00 3.331337e-02 2.250508e+00 3.164279e-02 1.480260e-02 20 6
7.400025e+13 2.017806e+00 2.452814e+00 3.924671e-02 2.446856e+00 2.434961e-03 1.603965e-02 20 6
9.526959e+13 2.129007e+00 2.679651e+00 4.594148e-02 2.685279e+00 -2.095968e-03 1.710864e-02 20 6
1.243508e+14 2.255996e+00 2.979080e+00 5.483022e-02 2.977971e+00 3.724612e-04 1.841194e-02 20 6
1.653459e+14 2.404070e+00 3.317025e+00 6.973961e-02 3.341580e+00 -7.348344e-03 2.087025e-02 20 6
2.224858e+14 2.573349e+00 3.807536e+00 9.770501e-02 3.799165e+00 2.203269e-03 2.571750e-02 20 6
3.025253e+14 2.766756e+00 4.177224e+00 1.380954e-01 4.383093e+00 -4.696900e-02 3.150639e-02 20 6
4.220594e+14 2.999956e+00 4.395390e+00 1.961477e-01 5.139526e+00 -1.447870e-01 3.816454e-02 20 6
7.128260e+14 3.425430e+00 5.818665e+00 2.891713e-01 6.652503e+00 -1.253419e-01 4.346804e-02 20 6
7.831055e+12 1.216393e+00 1.192363e+00 1.580037e-02 1.176172e+00 1.376533e-02 1.343372e-02 20 7
8.686841e+12 1.238364e+00 1.203573e+00 1.341928e-02 1.205203e+00 -1.352471e-03 1.113446e-02 20 7
9.884332e+12 1.266564e+00 1.240037e+00 1.373883e-02 1.237683e+00 1.901896e-03 1.110044e-02 20 7
1.133100e+13 1.297448e+00 1.278298e+00 1.482284e-02 1.274163e+00 3.244685e-03 1.163339e-02 20 7
1.306814e+13 1.330911e+00 1.316403e+00 1.483663e-02 1.315308e+00 8.324080e-04 1.127997e-02 20 7
1.520624e+13 1.367887e+00 1.378269e+00 1.564708e-02 1.361920e+00 1.200418e-02 1.148898e-02 20 7
1.784572e+13 1.408622e+00 1.430712e+00 1.799004e-02 1.414984e+00 1.111559e-02 1.271395e-02 20 7
2.111279e+13 1.453368e+00 1.494188e+00 1.813161e-02 1.475700e+00 1.252838e-02 1.228679e-02 20 7
2.521095e+13 1.502893e+00 1.534703e+00 1.857707e-02 1.545591e+00 -7.044000e-03 1.201940e-02 20 7
3.039869e+13 1.557866e+00 1.644473e+00 2.185200e-02 1.626509e+00 1.104422e-02 1.343491e-02 20 7
3.702917e+13 1.619077e+00 1.771438e+00 2.379777e-02 1.720827e+00 2.941096e-02 1.382926e-02 20 7
4.558555e+13 1.687436e+00 1.843859e+00 2.431389e-02 1.831557e+00 6.716427e-03 1.327498e-02 20 7
5.675326e+13 1.764120e+00 1.990291e+00 2.783452e-02 1.962575e+00 1.412202e-02 1.418265e-02 20 7
7.152034e+13 1.850638e+00 2.148590e+00 3.241262e-02 2.118918e+00 1.400320e-02 1.529678e-02 20 7
9.131791e+13 1.948842e+00 2.276411e+00 3.769332e-02 2.307213e+00 -1.335032e-02 1.633716e-02 20 7
1.180698e+14 2.060337e+00 2.574792e+00 4.328894e-02 2.536277e+00 1.518562e-02 1.706791e-02 20 7
1.547224e+14 2.187717e+00 2.819769e+00 5.196530e-02 2.817995e+00 6.293602e-04 1.844052e-02 20 7
2.052754e+14 2.333168e+00 3.209948e+00 6.941392e-02 3.168621e+00 1.304266e-02 2.190667e-02 20 7
2.768343e+14 2.502261e+00 3.523538e+00 9.516057e-02 3.610643e+00 -2.412449e-02 2.635558e-02 20 7
3.806836e+14 2.701787e+00 4.018266e+00 1.365032e-01 4.175640e+00 -3.768863e-02 3.269037e-02 20 7
5.327505e+14 2.937006e+00 4.305251e+00 1.979431e-01 4.908687e+00 -1.229323e-01 4.032505e-02 20 7
8.905567e+14 3.354300e+00 5.481246e+00 2.572643e-01 6.390240e+00 -1.422473e-01 4.025894e-02 20 7
7.813682e+12 1.121793e+00 1.070332e+00 1.488550e-02 1.075812e+00 -5.094492e-03 1.383652e-02 20 8
8.629001e+12 1.141170e+00 1.103444e+00 1.290265e-02 1.099902e+00 3.220622e-03 1.173073e-02 20 8
9.792869e+12 1.166607e+00 1.128154e+00 1.287399e-02 1.126778e+00 1.220913e-03 1.142549e-02 20 8
1.121633e+13 1.194844e+00 1.152015e+00 1.342006e-02 1.156874e+00 -4.199519e-03 1.160028e-02 20 8
1.293995e+13 1.225703e+00 1.198539e+00 1.421162e-02 1.190708e+00 6.576329e-03 1.193543e-02 20 8
1.502523e+13 1.259241e+00 1.252238e+00 1.469425e-02 1.228908e+00 1.898429e-02 1.195716e-02 20 8
1.756720e+13 1.295802e+00 1.280589e+00 1.527224e-02 1.272233e+00 6.567596e-03 1.200428e-02 20 8
2.071511e+13 1.336085e+00 1.332115e+00 1.553669e-02 1.321611e+00 7.947481e-03 1.175587e-02 20 8
2.462259e+13 1.380329e+00 1.372779e+00 1.710742e-02 1.378193e+00 -3.928081e-03 1.241294e-02 20 8
2.959119e+13 1.429796e+00 1.443543e+00 1.866945e-02 1.443400e+00 9.866616e-05 1.293435e-02 20 8
3.585899e+13 1.484322e+00 1.541950e+00 2.148554e-02 1.519010e+00 1.510187e-02 1.414443e-02 20 8
4.389108e+13 1.545021e+00 1.627335e+00 2.249449e-02 1.607275e+00 1.248070e-02 1.399542e-02 20 8
5.429994e+13 1.612908e+00 1.753490e+00 2.417884e-02 1.711063e+00 2.479603e-02 1.413089e-02 20 8
6.790716e+13 1.688990e+00 1.823847e+00 2.583079e-02 1.834068e+00 -5.572877e-03 1.408388e-02 20 8
8.588726e+13 1.774598e+00 2.000682e+00 3.034882e-02 1.981100e+00 9.884354e-03 1.531918e-02 20 8
1.101318e+14 1.872153e+00 2.144700e+00 3.599892e-02 2.158490e+00 -6.388474e-03 1.667783e-02 20 8
1.428556e+14 1.982614e+00 2.337471e+00 4.290340e-02 2.374673e+00 -1.566589e-02 1.806708e-02 20 8
1.877423e+14 2.108837e+00 2.608202e+00 5.119488e-02 2.641032e+00 -1.243077e-02 1.938442e-02 20 8
2.501076e+14 2.253856e+00 3.009957e+00 6.531937e-02 2.973146e+00 1.238137e-02 2.196979e-02 20 8
3.383670e+14 2.422224e+00 3.246940e+00 8.831109e-02 3.392541e+00 -4.291798e-02 2.603096e-02 20 8
4.644185e+14 2.617964e+00 3.671853e+00 1.226601e-01 3.929577e+00 -6.558587e-02 3.121457e-02 20 8
6.492443e+14 2.849612e+00 4.126715e+00 1.727479e-01 4.627470e+00 -1.082134e-01 3.733097e-02 20 8
1.101147e+15 3.275473e+00 4.942903e+00 2.279792e-01 6.062972e+00 -1.847392e-01 3.760188e-02 20 8
7.668076e+12 1.059785e+00 9.938691e-01 1.833785e-02 1.013187e+00 -1.906612e-02 1.809918e-02 20 9
8.310215e+12 1.074556e+00 1.030992e+00 1.208733e-02 1.033888e+00 -2.801234e-03 1.169114e-02 20 9
9.417791e+12 1.098159e+00 1.044249e+00 1.222765e-02 1.056922e+00 -1.199013e-02 1.156911e-02 20 9
1.075011e+13 1.123974e+00 1.066218e+00 1.239584e-02 1.082638e+00 -1.516690e-02 1.144966e-02 20 9
1.236044e+13 1.152200e+00 1.091126e+00 1.288555e-02 1.111459e+00 -1.829368e-02 1.159337e-02 20 9
1.430872e+13 1.182947e+00 1.161360e+00 1.402114e-02 1.143882e+00 1.527958e-02 1.225751e-02 20 9
1.666752e+13 1.216315e+00 1.185458e+00 1.494102e-02 1.180522e+00 4.181788e-03 1.265629e-02 20 9
1.957449e+13 1.253000e+00 1.241394e+00 1.513282e-02 1.222118e+00 1.577278e-02 1.238246e-02 20 9
2.318494e+13 1.293419e+00 1.262868e+00 1.566910e-02 1.269571e+00 -5.279543e-03 1.234205e-02 20 9
2.768084e+13 1.337828e+00 1.315970e+00 1.653253e-02 1.324010e+00 -6.072665e-03 1.248671e-02 20 9
3.335613e+13 1.387014e+00 1.387488e+00 1.901692e-02 1.386813e+00 4.871975e-04 1.371268e-02 20 9
4.056427e+13 1.441503e+00 1.473546e+00 2.103893e-02 1.459722e+00 9.469693e-03 1.441297e-02 20 9
4.981247e+13 1.502117e+00 1.565031e+00 2.151964e-02 1.544939e+00 1.300470e-02 1.392912e-02 20 9
6.190965e+13 1.570390e+00 1.686657e+00 2.378161e-02 1.645272e+00 2.515406e-02 1.445451e-02 20 9
7.766144e+13 1.646445e+00 1.754788e+00 2.515863e-02 1.764341e+00 -5.414299e-03 1.425951e-02 20 9
9.856041e+13 1.732233e+00 1.921923e+00 3.061277e-02 1.906864e+00 7.897032e-03 1.605398e-02 20 9
1.265635e+14 1.829289e+00 2.065147e+00 3.433203e-02 2.079058e+00 -6.691219e-03 1.651326e-02 20 9
1.644424e+14 1.939392e+00 2.233970e+00 4.149014e-02 2.289205e+00 -2.412851e-02 1.812426e-02 20 9
2.166029e+14 2.065633e+00 2.497669e+00 5.131503e-02 2.548506e+00 -1.994761e-02 2.013534e-02 20 9
2.895078e+14 2.211397e+00 2.851807e+00 6.467061e-02 2.872271e+00 -7.124484e-03 2.251550e-02 20 9
3.923496e+14 2.379977e+00 3.121710e+00 8.768431e-02 3.281749e+00 -4.876637e-02 2.671878e-02 20 9
5.416051e+14 2.578843e+00 3.459446e+00 1.156814e-01 3.806786e+00 -9.124224e-02 3.038821e-02 20 9
7.495391e+14 2.803123e+00 4.046014e+00 1.637350e-01 4.489951e+00 -9.887342e-02 3.646698e-02 20 9
1.277778e+15 3.232721e+00 4.779778e+00 2.242154e-01 5.904384e+00 -1.904697e-01 3.797440e-02 20 9
7.729916e+12 3.589403e+00 7.608764e+00 4.156934e-01 7.330733e+00 3.792680e-02 5.670558e-02 21 0
8.753380e+12 3.667449e+00 7.364393e+00 2.881457e-01 7.755802e+00 -5.046656e-02 3.715227e-02 21 0
1.084721e+13 3.808103e+00 7.967122e+00 3.509458e-01 8.385714e+00 -4.991722e-02 4.185044e-02 21 0
1.442882e+13 4.007916e+00 9.052336e+00 4.818377e-01 9.344029e+00 -3.121698e-02 5.156638e-02 21 0
2.308521e+13 4.372265e+00 9.859925e+00 6.812737e-01 1.124610e+01 -1.232587e-01 6.057864e-02 21 0
7.712875e+12 2.713105e+00 4.236246e+00 1.029046e-01 4.170330e+00 1.580580e-02 2.467541e-02 21 1
8.540853e+12 2.761335e+00 4.410872e+00 8.064000e-02 4.357385e+00 1.227492e-02 1.850651e-02 21 1
9.907193e+12 2.833829e+00 4.738289e+00 8.805672e-02 4.584745e+00 3.349011e-02 1.920646e-02 21 1
1.172210e+13 2.919462e+00 4.883598e+00 9.419110e-02 4.863808e+00 4.068823e-03 1.936571e-02 21 1
1.422218e+13 3.022679e+00 5.264471e+00 1.142461e-01 5.210216e+00 1.041320e-02 2.192732e-02 21 1
1.769587e+13 3.145947e+00 5.709932e+00 1.412257e-01 5.645862e+00 1.134820e-02 2.501403e-02 21 1
2.262790e+13 3.293636e+00 6.125623e+00 1.696079e-01 6.202079e+00 -1.232752e-02 2.734694e-02 21 1
2.992083e+13 3.474067e+00 6.994105e+00 2.398013e-01 6.924532e+00 1.004733e-02 3.463069e-02 21 1
4.117887e+13 3.698454e+00 7.175135e+00 3.526335e-01 7.881554e+00 -8.962938e-02 4.474163e-02 21 1
6.452713e+13 4.051079e+00 8.608118e+00 5.288427e-01 9.661552e+00 -1.090336e-01 5.473682e-02 21 1
7.590752e+12 1.859454e+00 2.247601e+00 4.587095e-02 2.110090e+00 6.516839e-02 2.173886e-02 21 2
8.220391e+12 1.885177e+00 2.311696e+00 2.647589e-02 2.183652e+00 5.863739e-02 1.212459e-02 21 2
9.372923e+12 1.928695e+00 2.418781e+00 2.811370e-02 2.267997e+00 6.648306e-02 1.239583e-02 21 2
1.080430e+13 1.977534e+00 2.491113e+00 2.819563e-02 2.365230e+00 5.322248e-02 1.192088e-02 21 2
1.259875e+13 2.032420e+00 2.564756e+00 3.130083e-02 2.477991e+00 3.501460e-02 1.263154e-02 21 2
1.487206e+13 2.094236e+00 2.732209e+00 3.310041e-02 2.609623e+00 4.697455e-02 1.268398e-02 21 2
1.777805e+13 2.163882e+00 2.925529e+00 3.898088e-02 2.764415e+00 5.828146e-02 1.410095e-02 21 2
2.155980e+13 2.243025e+00 3.079346e+00 4.232160e-02 2.947914e+00 4.458484e-02 1.435646e-02 21 2
2.658653e+13 2.333910e+00 3.290004e+00 4.714974e-02 3.167394e+00 3.870993e-02 1.488597e-02 21 2
3.325839e+13 2.437054e+00 3.558601e+00 5.715699e-02 3.432517e+00 3.673202e-02 1.665162e-02 21 2
4.241939e+13 2.556795e+00 3.825731e+00 6.762597e-02 3.756303e+00 1.848314e-02 1.800334e-02 21 2
5.514377e+13 2.695655e+00 4.198104e+00 8.473018e-02 4.156554e+00 9.996323e-03 2.038472e-02 21 2
7.298015e+13 2.856274e+00 4.752513e+00 1.155810e-01 4.658007e+00 2.028896e-02 2.481341e-02 21 2
9.886335e+13 3.046124e+00 5.235623e+00 1.522100e-01 5.295590e+00 -1.132381e-02 2.874279e-02 21 2
1.375240e+14 3.273539e+00 5.972148e+00 2.433358e-01 6.119472e+00 -2.407472e-02 3.976418e-02 21 2
2.211883e+14 3.645193e+00 7.276638e+00 3.803022e-01 7.700442e+00 -5.503630e-02 4.938706e-02 21 2
7.591182e+12 1.738076e+00 2.045711e+00 4.442475e-02 1.896479e+00 7.868868e-02 2.342486e-02 21 3
8.223286e+12 1.762209e+00 2.049150e+00 2.280815e-02 1.959611e+00 4.569198e-02 1.163912e-02 21 3
9.373065e+12 1.802784e+00 2.167118e+00 2.454778e-02 2.031599e+00 6.670572e-02 1.208299e-02 21 3
1.078691e+13 1.847902e+00 2.284661e+00 2.572407e-02 2.114098e+00 8.067908e-02 1.216787e-02 21 3
1.254536e+13 1.898287e+00 2.347505e+00 2.603653e-02 2.209167e+00 6.261973e-02 1.178568e-02 21 3
1.474959e+13 1.954572e+00 2.410981e+00 2.888087e-02 2.319397e+00 3.948648e-02 1.245189e-02 21 3
1.753440e+13 2.017466e+00 2.576003e+00 3.125081e-02 2.448065e+00 5.226080e-02 1.276552e-02 21 3
2.114922e+13 2.089036e+00 2.743703e+00 3.558520e-02 2.599365e+00 5.552842e-02 1.368996e-02 21 3
2.587097e+13 2.170199e+00 2.960621e+00 4.007793e-02 2.778728e+00 6.545898e-02 1.442312e-02 21 3
3.208705e+13 2.262100e+00 3.074201e+00 4.586802e-02 2.993273e+00 2.703678e-02 1.532370e-02 21 3
4.046071e+13 2.367512e+00 3.394193e+00 5.546475e-02 3.252446e+00 4.358169e-02 1.705324e-02 21 3
5.186086e+13 2.488405e+00 3.619092e+00 6.762890e-02 3.568962e+00 1.404602e-02 1.894918e-02 21 3
6.768014e+13 2.628175e+00 4.133646e+00 8.897183e-02 3.960179e+00 4.380283e-02 2.246662e-02 21 3
9.022467e+13 2.792078e+00 4.465345e+00 1.066469e-01 4.450167e+00 3.410652e-03 2.396471e-02 21 3
1.227441e+14 2.984138e+00 5.019373e+00 1.568416e-01 5.072822e+00 -1.053630e-02 3.091802e-02 21 3
1.699548e+14 3.208152e+00 5.885914e+00 2.419962e-01 5.876634e+00 1.579134e-03 4.117940e-02 21 3
2.716761e+14 3.574725e+00 7.108386e+00 3.447132e-01 7.428733e+00 -4.312266e-02 4.640269e-02 21 3
7.608803e+12 1.619947e+00 1.868002e+00 3.471709e-02 1.704779e+00 9.574431e-02 2.036457e-02 21 4
8.243927e+12 1.642498e+00 1.871043e+00 2.051067e-02 1.758647e+00 6.391002e-02 1.166275e-02 21 4
9.375310e+12 1.679658e+00 1.926691e+00 2.118964e-02 1.819775e+00 5.875250e-02 1.164410e-02 21 4
1.078586e+13 1.721593e+00 2.061511e+00 2.326391e-02 1.889469e+00 9.105352e-02 1.231241e-02 21 4
1.251402e+13 1.767772e+00 2.097400e+00 2.339313e-02 1.969343e+00 6.502520e-02 1.187864e-02 21 4
1.466157e+13 1.819023e+00 2.186477e+00 2.521847e-02 2.061403e+00 6.067439e-02 1.223365e-02 21 4
1.738718e+13 1.876678e+00 2.274558e+00 2.654860e-02 2.168166e+00 4.906980e-02 1.224473e-02 21 4
2.085231e+13 1.941129e+00 2.425707e+00 3.008406e-02 2.292828e+00 5.795412e-02 1.312094e-02 21 4
2.533997e+13 2.013917e+00 2.603108e+00 3.239625e-02 2.439477e+00 6.707654e-02 1.328000e-02 21 4
3.117213e+13 2.095710e+00 2.774832e+00 3.795088e-02 2.613404e+00 6.176889e-02 1.452163e-02 21 4
3.892157e+13 2.188843e+00 2.950116e+00 4.168466e-02 2.821550e+00 4.556589e-02 1.477368e-02 21 4
4.936491e+13 2.295326e+00 3.196062e+00 5.409377e-02 3.073115e+00 4.000713e-02 1.760226e-02 21 4
6.362445e+13 2.417432e+00 3.475336e+00 6.452132e-02 3.380465e+00 2.806467e-02 1.908652e-02 21 4
8.343074e+13 2.558381e+00 3.910435e+00 8.352206e-02 3.760488e+00 3.987433e-02 2.221043e-02 21 4
1.116448e+14 2.723301e+00 4.196785e+00 9.872968e-02 4.236551e+00 -9.386574e-03 2.330426e-02 21 4
1.525493e+14 2.917250e+00 4.910921e+00 1.545712e-01 4.841494e+00 1.434000e-02 3.192635e-02 21 4
2.106996e+14 3.138992e+00 5.414617e+00 2.241331e-01 5.622218e+00 -3.692500e-02 3.986560e-02 21 4
3.357964e+14 3.502674e+00 7.056358e+00 3.348793e-01 7.141140e+00 -1.187233e-02 4.689437e-02 21 4
7.590659e+12 1.503833e+00 1.657704e+00 3.281200e-02 1.532035e+00 8.202743e-02 2.141727e-02 21 5
8.223612e+12 1.524743e+00 1.673189e+00 1.748074e-02 1.577449e+00 6.069301e-02 1.108165e-02 21 5
9.360864e+12 1.559484e+00 1.720328e+00 1.812229e-02 1.628761e+00 5.621919e-02 1.112643e-02 21 5
1.073396e+13 1.597486e+00 1.816285e+00 1.968180e-02 1.686996e+00 7.663872e-02 1.166677e-02 21 5
1.242295e+13 1.639588e+00 1.904054e+00 2.085094e-02 1.753411e+00 8.591457e-02 1.189165e-02 21 5
1.449997e+13 1.685937e+00 1.959828e+00 2.164885e-02 1.829554e+00 7.120506e-02 1.183285e-02 21 5
1.711252e+13 1.737773e+00 2.018680e+00 2.336108e-02 1.917357e+00 5.284477e-02 1.218400e-02 21 5
2.041836e+13 1.795654e+00 2.135972e+00 2.532090e-02 2.019241e+00 5.780920e-02 1.253981e-02 21 5
2.466476e+13 1.860747e+00 2.263626e+00 2.819540e-02 2.138284e+00 5.861813e-02 1.318600e-02 21 5
3.019560e+13 1.934333e+00 2.427695e+00 3.164445e-02 2.278419e+00 6.551777e-02 1.388878e-02 21 5
3.734556e+13 2.016267e+00 2.602843e+00 3.447362e-02 2.444746e+00 6.466804e-02 1.410110e-02 21 5
4.689064e+13 2.109704e+00 2.771980e+00 4.230242e-02 2.643950e+00 4.842344e-02 1.599970e-02 21 5
5.985835e+13 2.217033e+00 2.999167e+00 4.714548e-02 2.884897e+00 3.960961e-02 1.634217e-02 21 5
7.729483e+13 2.338001e+00 3.364925e+00 6.425900e-02 3.179504e+00 5.831748e-02 2.021038e-02 21 5
1.017453e+14 2.478834e+00 3.654001e+00 7.200927e-02 3.544016e+00 3.103406e-02 2.031855e-02 21 5
1.365349e+14 2.643250e+00 3.980985e+00 1.018989e-01 4.000913e+00 -4.980865e-03 2.546892e-02 21 5
1.867131e+14 2.835632e+00 4.659742e+00 1.408145e-01 4.581727e+00 1.702756e-02 3.073394e-02 21 5
2.594056e+14 3.059556e+00 5.251176e+00 2.096398e-01 5.331488e+00 -1.506363e-02 3.932106e-02 21 5
4.151616e+14 3.424801e+00 6.708164e+00 3.163831e-01 6.807598e+00 -1.460629e-02 4.647499e-02 21 5
7.627221e+12 1.393753e+00 1.512816e+00 2.536725e-02 1.384307e+00 9.283222e-02 1.832487e-02 21 6
8.299429e+12 1.414209e+00 1.524915e+00 1.667941e-02 1.422843e+00 7.173842e-02 1.172259e-02 21 6
9.432925e+12 1.446075e+00 1.555325e+00 1.690051e-02 1.466219e+00 6.077279e-02 1.152659e-02 21 6
1.080880e+13 1.481147e+00 1.599595e+00 1.767923e-02 1.515249e+00 5.566512e-02 1.166754e-02 21 6
1.249857e+13 1.519967e+00 1.707521e+00 1.845998e-02 1.570925e+00 8.695258e-02 1.175102e-02 21 6
1.457326e+13 1.562665e+00 1.735636e+00 1.898847e-02 1.634464e+00 6.189865e-02 1.161755e-02 21 6
1.717459e+13 1.610311e+00 1.806176e+00 2.116738e-02 1.707366e+00 5.787239e-02 1.239768e-02 21 6
2.044401e+13 1.663228e+00 1.889506e+00 2.285868e-02 1.791502e+00 5.470463e-02 1.275950e-02 21 6
2.455375e+13 1.721640e+00 1.996429e+00 2.356646e-02 1.889228e+00 5.674335e-02 1.247412e-02 21 6
2.983997e+13 1.787161e+00 2.180697e+00 2.715890e-02 2.003527e+00 8.842900e-02 1.355554e-02 21 6
3.671717e+13 1.860905e+00 2.260293e+00 2.965436e-02 2.138230e+00 5.708566e-02 1.386865e-02 21 6
4.578180e+13 1.944292e+00 2.444984e+00 3.447933e-02 2.298296e+00 6.382488e-02 1.500213e-02 21 6
5.781992e+13 2.038508e+00 2.611385e+00 4.037331e-02 2.490227e+00 4.865337e-02 1.621270e-02 21 6
7.398924e+13 2.145307e+00 2.938430e+00 4.754718e-02 2.722656e+00 7.925129e-02 1.746353e-02 21 6
9.625810e+13 2.268296e+00 3.160637e+00 6.014889e-02 3.007185e+00 5.102838e-02 2.000172e-02 21 6
1.269826e+14 2.408895e+00 3.430249e+00 7.094805e-02 3.359620e+00 2.102281e-02 2.111788e-02 21 6
1.709667e+14 2.573948e+00 3.901119e+00 9.643560e-02 3.801815e+00 2.612020e-02 2.536567e-02 21 6
2.330868e+14 2.763354e+00 4.308521e+00 1.349826e-01 4.364431e+00 -1.281040e-02 3.092789e-02 21 6
3.224437e+14 2.983162e+00 5.120516e+00 2.124370e-01 5.091076e+00 5.782593e-03 4.172732e-02 21 6
5.200127e+14 3.353344e+00 6.301797e+00 3.076913e-01 6.532789e+00 -3.535880e-02 4.709954e-02 21 6
